player,bpm,obpm,dbpm,vorp,age,ts_pct,mp,tov_pct,trb_pct,usg_pct,fg3a_per_fga_pct,fta_per_fga_pct,team,year,fg3_pct,fg2_pct,ft_pct
Chris Silva,-20.6,-19.3,-1.3,0.0,24,0.333,9,25.0,12.3,19.1,0.0,0.0,SAC,2021,0.0,0.333,0.0
Norvel Pelle,3.2,6.1,-2.9,0.0,27,0.543,4,0.0,13.9,29.7,0.0,4.0,SAC,2021,0.0,0.0,0.75
Damian Lillard,6.3,7.5,-1.3,5.0,30,0.623,2398,11.6,6.3,31.4,0.528,0.363,POR,2021,0.391,0.519,0.928
Robert Covington,0.2,-1.3,1.5,1.2,30,0.553,2243,10.7,11.1,11.5,0.699,0.122,POR,2021,0.379,0.451,0.806
Enes Freedom,0.6,2.1,-1.4,1.2,28,0.636,1758,11.0,24.2,17.4,0.007,0.292,POR,2021,0.25,0.607,0.774
Carmelo Anthony,-1.1,0.2,-1.3,0.4,36,0.547,1690,6.7,6.8,23.1,0.418,0.198,POR,2021,0.409,0.429,0.89
CJ McCollum,3.9,5.0,-1.1,2.4,29,0.577,1600,6.5,6.2,27.1,0.475,0.15,POR,2021,0.402,0.509,0.812
Derrick Jones Jr.,-1.4,-1.4,0.0,0.2,23,0.576,1318,8.5,8.3,12.3,0.447,0.299,POR,2021,0.316,0.619,0.648
Gary Trent Jr.,-1.9,-0.1,-1.8,0.0,22,0.55,1262,5.3,3.9,20.1,0.582,0.143,POR,2021,0.397,0.438,0.773
Anfernee Simons,-1.0,0.6,-1.6,0.3,21,0.589,1104,9.2,6.8,18.3,0.703,0.142,POR,2021,0.426,0.403,0.807
Norman Powell,-1.2,-0.5,-0.7,0.2,27,0.576,928,9.5,5.1,20.5,0.418,0.307,POR,2021,0.361,0.502,0.88
Jusuf Nurkić,2.5,0.7,1.8,1.0,26,0.554,880,16.0,20.2,22.3,0.09,0.339,POR,2021,0.4,0.525,0.619
Rodney Hood,-6.8,-5.3,-1.5,-0.9,28,0.436,726,13.1,5.4,14.1,0.418,0.06,POR,2021,0.298,0.41,0.75
Nassir Little,-2.7,-1.1,-1.6,-0.1,20,0.589,640,8.8,10.7,13.8,0.479,0.269,POR,2021,0.35,0.575,0.8
Harry Giles,-2.9,-3.2,0.2,-0.1,22,0.496,348,15.5,20.4,15.9,0.237,0.278,POR,2021,0.348,0.459,0.593
CJ Elleby,-4.9,-4.0,-0.9,-0.1,20,0.468,192,6.4,8.9,17.4,0.515,0.227,POR,2021,0.206,0.563,0.733
Rondae Hollis-Jefferson,0.1,-1.1,1.2,0.1,26,0.539,107,7.4,13.0,10.9,0.056,0.889,POR,2021,0.0,0.529,0.563
Keljin Blevins,-10.7,-8.3,-2.3,-0.2,25,0.3,75,20.0,7.1,14.3,0.4,0.0,POR,2021,0.25,0.25,0.0
T.J. Leaf,-3.0,-3.9,0.9,0.0,23,0.551,35,15.5,7.6,15.8,0.0,0.2,POR,2021,0.0,0.5,1.0
Royce O'Neale,1.0,-1.2,2.1,1.7,27,0.599,2241,16.7,11.5,9.6,0.706,0.117,UTA,2021,0.385,0.586,0.848
Bojan Bogdanović,-0.4,0.2,-0.7,0.9,31,0.588,2216,10.9,6.7,22.8,0.498,0.286,UTA,2021,0.39,0.487,0.879
Rudy Gobert,4.9,2.1,2.8,3.8,28,0.683,2187,13.7,23.3,17.0,0.007,0.646,UTA,2021,0.0,0.68,0.623
Joe Ingles,3.5,2.6,0.9,2.6,33,0.672,1867,16.3,6.9,16.6,0.722,0.16,UTA,2021,0.451,0.59,0.844
Jordan Clarkson,1.4,1.8,-0.4,1.6,28,0.549,1818,9.2,8.0,29.7,0.557,0.134,UTA,2021,0.347,0.523,0.896
Donovan Mitchell,4.3,4.6,-0.2,2.8,24,0.569,1771,10.7,7.0,33.5,0.423,0.29,UTA,2021,0.386,0.476,0.845
Mike Conley,4.9,3.6,1.3,2.6,33,0.589,1498,12.4,6.3,23.1,0.523,0.222,UTA,2021,0.412,0.479,0.852
Georges Niang,-0.3,-0.4,0.1,0.5,27,0.602,1154,10.9,8.1,17.4,0.721,0.057,UTA,2021,0.425,0.469,0.957
Derrick Favors,2.6,0.3,2.4,1.2,29,0.663,1039,11.5,19.2,13.0,0.008,0.329,UTA,2021,0.0,0.643,0.738
Miye Oni,-1.7,-3.0,1.3,0.0,23,0.517,519,13.6,8.6,9.8,0.889,0.061,UTA,2021,0.341,0.455,0.833
Trent Forrest,-1.3,-2.5,1.2,0.1,22,0.554,302,20.9,7.7,14.3,0.366,0.268,UTA,2021,0.192,0.6,1.0
Ersan İlyasova,-0.9,-2.5,1.7,0.0,33,0.578,148,12.5,10.4,18.7,0.759,0.093,UTA,2021,0.439,0.231,1.0
Juwan Morgan,-2.3,-3.5,1.2,0.0,23,0.529,147,10.8,10.1,10.9,0.433,0.233,UTA,2021,0.308,0.588,0.429
Jarrell Brantley,2.2,0.6,1.6,0.1,24,0.605,138,13.1,10.4,19.0,0.538,0.038,UTA,2021,0.429,0.542,1.0
Matt Thomas,-5.5,-3.5,-2.0,-0.1,26,0.499,134,10.5,9.1,24.5,0.6,0.108,UTA,2021,0.256,0.615,0.857
Elijah Hughes,-2.8,-1.4,-1.3,0.0,22,0.488,64,15.9,7.5,25.4,0.767,0.133,UTA,2021,0.348,0.286,0.75
Udoka Azubuike,-3.8,-5.5,1.7,0.0,21,0.597,57,18.3,12.1,12.4,0.0,1.111,UTA,2021,0.0,0.444,0.8
Shaquille Harrison,-6.7,-6.4,-0.3,-0.1,27,0.375,56,18.1,8.5,21.3,0.1,0.3,UTA,2021,0.0,0.333,0.833
Nikola Jokić,12.1,9.1,3.0,8.8,25,0.647,2488,13.1,17.8,29.6,0.183,0.305,DEN,2021,0.388,0.606,0.868
Michael Porter Jr.,3.1,4.0,-0.9,2.5,22,0.663,1912,8.1,13.2,21.7,0.468,0.164,DEN,2021,0.445,0.628,0.791
Will Barton,-1.9,-1.0,-0.8,0.1,30,0.538,1736,12.7,7.4,19.0,0.423,0.199,DEN,2021,0.381,0.459,0.785
Jamal Murray,2.0,2.7,-0.7,1.7,23,0.592,1704,11.2,6.5,24.8,0.399,0.193,DEN,2021,0.408,0.523,0.869
Facundo Campazzo,-0.6,-1.7,1.2,0.5,29,0.558,1425,17.1,5.3,13.1,0.686,0.289,DEN,2021,0.352,0.444,0.879
Monte Morris,-0.3,0.1,-0.5,0.5,25,0.574,1196,7.5,4.6,16.5,0.346,0.189,DEN,2021,0.381,0.534,0.795
Paul Millsap,1.0,0.3,0.7,0.9,35,0.565,1162,10.3,12.8,18.6,0.357,0.244,DEN,2021,0.343,0.55,0.724
JaMychal Green,-1.5,-0.5,-1.0,0.1,30,0.59,1120,11.7,14.0,17.6,0.529,0.152,DEN,2021,0.399,0.534,0.807
PJ Dozier,-2.6,-2.3,-0.4,-0.2,24,0.501,1088,10.7,9.5,17.2,0.42,0.186,DEN,2021,0.315,0.49,0.636
Aaron Gordon,-0.4,-0.1,-0.3,0.3,25,0.564,648,11.7,10.3,17.2,0.311,0.214,DEN,2021,0.266,0.606,0.705
Gary Harris,-2.8,-2.2,-0.6,-0.1,26,0.544,581,7.6,4.6,13.8,0.481,0.192,DEN,2021,0.32,0.556,0.733
Austin Rivers,-1.7,-2.1,0.4,0.0,28,0.558,403,10.6,4.9,14.2,0.655,0.155,DEN,2021,0.375,0.5,0.706
Zeke Nnaji,-1.7,-0.6,-1.1,0.0,20,0.615,397,6.0,9.3,12.9,0.567,0.144,DEN,2021,0.407,0.578,0.8
Vlatko Čančar,-2.6,-2.6,0.0,0.0,23,0.547,281,15.3,10.1,14.2,0.458,0.181,DEN,2021,0.273,0.615,0.769
Shaquille Harrison,-3.6,-5.4,1.8,-0.1,27,0.431,277,8.4,8.0,11.2,0.241,0.276,DEN,2021,0.214,0.386,0.813
Isaiah Hartenstein,-3.7,-4.3,0.6,-0.1,22,0.543,272,18.0,17.7,18.7,0.0,0.45,DEN,2021,0.0,0.513,0.611
R.J. Hampton,-5.4,-4.5,-0.9,-0.2,19,0.49,233,14.4,12.2,14.3,0.3,0.2,DEN,2021,0.278,0.476,0.75
Markus Howard,-8.7,-5.5,-3.2,-0.3,21,0.477,205,14.1,5.8,27.2,0.613,0.085,DEN,2021,0.277,0.537,0.778
JaVale McGee,-6.6,-6.4,-0.3,-0.2,33,0.498,175,17.2,22.4,21.8,0.06,0.179,DEN,2021,0.0,0.508,0.667
Bol Bol,-4.1,-3.8,-0.3,-0.1,21,0.534,160,16.8,8.5,21.2,0.414,0.259,DEN,2021,0.375,0.471,0.667
Greg Whittington,-17.2,-11.4,-5.7,0.0,27,0.0,12,0.0,0.0,10.9,0.667,0.0,DEN,2021,0.0,0.0,0.0
Gary Clark,-6.5,-4.4,-2.0,0.0,26,0.0,4,0.0,14.2,0.0,0.0,0.0,DEN,2021,0.0,0.0,0.0
Anthony Edwards,-2.1,-0.4,-1.7,-0.1,19,0.523,2314,10.7,7.9,27.0,0.429,0.225,MIN,2021,0.329,0.483,0.776
Ricky Rubio,-1.9,-1.9,0.0,0.0,30,0.516,1772,16.4,6.8,16.0,0.43,0.301,MIN,2021,0.308,0.447,0.867
Karl-Anthony Towns,4.5,4.3,0.2,2.8,25,0.612,1689,13.7,17.0,29.1,0.36,0.355,MIN,2021,0.387,0.541,0.859
Jaden McDaniels,-3.5,-3.3,-0.2,-0.6,20,0.552,1511,10.8,8.3,12.0,0.54,0.123,MIN,2021,0.364,0.544,0.6
Naz Reid,-0.2,-0.1,-0.2,0.6,21,0.599,1347,9.5,12.9,22.5,0.299,0.286,MIN,2021,0.351,0.597,0.693
Malik Beasley,-0.2,1.6,-1.8,0.6,24,0.57,1214,8.6,7.2,24.0,0.535,0.133,MIN,2021,0.399,0.487,0.85
Josh Okogie,-3.3,-3.7,0.3,-0.4,22,0.524,1197,12.5,7.1,12.1,0.425,0.425,MIN,2021,0.269,0.5,0.769
D'Angelo Russell,1.6,3.3,-1.7,1.1,24,0.555,1196,13.5,5.0,29.1,0.475,0.229,MIN,2021,0.387,0.471,0.765
Jarred Vanderbilt,-0.1,-1.4,1.4,0.5,21,0.612,1139,15.9,17.5,12.3,0.021,0.432,MIN,2021,0.2,0.615,0.559
Jordan McLaughlin,-1.7,-2.0,0.2,0.1,24,0.502,938,16.7,6.2,13.7,0.38,0.124,MIN,2021,0.359,0.447,0.767
Juancho Hernangómez,-2.9,-1.1,-1.8,-0.2,25,0.549,900,7.3,12.3,17.2,0.562,0.324,MIN,2021,0.327,0.573,0.619
Jaylen Nowell,-2.8,-1.5,-1.4,-0.2,21,0.528,759,7.2,6.8,21.4,0.448,0.164,MIN,2021,0.333,0.497,0.818
Jake Layman,-2.1,-2.2,0.2,0.0,26,0.577,627,11.5,5.8,15.1,0.424,0.201,MIN,2021,0.295,0.642,0.703
Jarrett Culver,-5.6,-4.5,-1.1,-0.5,21,0.476,499,12.9,11.3,18.2,0.315,0.286,MIN,2021,0.245,0.487,0.604
Ed Davis,-2.2,-3.3,1.1,0.0,31,0.487,299,12.4,20.8,7.9,0.0,0.273,MIN,2021,0.0,0.432,0.833
Ashton Hagans,-21.1,-13.7,-7.4,0.0,21,0.0,4,100.0,0.0,10.5,0.0,0.0,MIN,2021,0.0,0.0,0.0
Théo Maledon,-5.0,-4.0,-1.0,-1.3,19,0.489,1778,17.3,6.2,19.4,0.51,0.22,OKC,2021,0.335,0.402,0.748
Darius Bazley,-4.4,-3.1,-1.3,-1.0,20,0.491,1714,13.7,12.0,22.1,0.414,0.258,OKC,2021,0.29,0.47,0.702
Luguentz Dort,-3.5,-2.6,-0.9,-0.6,21,0.513,1543,10.0,6.4,21.7,0.515,0.257,OKC,2021,0.343,0.432,0.744
Kenrich Williams,-0.7,-1.2,0.5,0.4,26,0.599,1426,14.8,10.0,15.3,0.285,0.153,OKC,2021,0.444,0.568,0.571
Isaiah Roby,-3.3,-3.7,0.4,-0.5,22,0.555,1425,19.0,12.4,17.7,0.254,0.273,OKC,2021,0.294,0.547,0.744
Shai Gilgeous-Alexander,4.1,3.9,0.2,1.8,22,0.623,1180,13.7,7.3,27.8,0.301,0.405,OKC,2021,0.418,0.547,0.808
Aleksej Pokusevski,-6.1,-5.1,-1.0,-1.1,19,0.43,1090,18.8,10.1,20.5,0.507,0.103,OKC,2021,0.28,0.403,0.738
Moses Brown,-2.4,-1.3,-1.2,-0.1,21,0.572,920,11.7,21.6,16.9,0.0,0.47,OKC,2021,0.0,0.545,0.619
Ty Jerome,-0.7,0.1,-0.8,0.3,23,0.585,788,13.5,6.0,18.8,0.585,0.118,OKC,2021,0.423,0.479,0.765
Al Horford,3.4,2.0,1.4,1.1,34,0.538,782,7.3,12.5,21.6,0.422,0.061,OKC,2021,0.368,0.51,0.818
Hamidou Diallo,-1.5,-2.1,0.6,0.1,22,0.536,761,12.1,11.3,22.5,0.138,0.444,OKC,2021,0.293,0.512,0.629
Svi Mykhailiuk,-3.3,-2.3,-1.1,-0.2,23,0.531,690,14.4,6.7,21.0,0.505,0.071,OKC,2021,0.336,0.543,0.7
Mike Muscala,-0.1,0.9,-1.0,0.3,29,0.599,645,6.9,10.6,20.0,0.689,0.135,OKC,2021,0.37,0.614,0.917
Justin Jackson,-3.2,-2.3,-1.0,-0.2,25,0.519,544,12.0,6.8,20.2,0.524,0.165,OKC,2021,0.306,0.515,0.857
Tony Bradley,-0.2,0.4,-0.5,0.2,23,0.676,397,16.0,17.7,18.0,0.016,0.361,OKC,2021,0.0,0.667,0.705
George Hill,1.0,0.9,0.1,0.3,34,0.63,369,8.4,4.1,16.5,0.475,0.208,OKC,2021,0.386,0.619,0.84
Josh Hall,-11.9,-9.7,-2.2,-0.8,20,0.363,336,17.4,9.1,18.1,0.374,0.444,OKC,2021,0.108,0.419,0.5
Jaylen Hoard,-2.5,-2.2,-0.3,0.0,21,0.547,320,13.8,10.6,16.3,0.125,0.466,OKC,2021,0.0,0.571,0.683
Gabriel Deck,-0.4,0.0,-0.4,0.1,25,0.548,212,7.3,9.8,16.6,0.224,0.328,OKC,2021,0.133,0.577,0.818
Darius Miller,3.6,0.8,2.7,0.3,30,0.685,197,13.1,6.3,13.2,0.875,0.25,OKC,2021,0.405,0.833,1.0
Charlie Brown Jr.,-8.7,-7.4,-1.3,-0.3,23,0.422,152,11.2,5.8,14.9,0.488,0.233,OKC,2021,0.238,0.364,0.9
Justin Robinson,-6.8,-5.8,-1.0,-0.1,23,0.453,88,7.9,4.1,12.2,0.667,0.238,OKC,2021,0.286,0.429,0.6
Eric Bledsoe,-2.0,-1.2,-0.9,0.0,31,0.533,2111,12.3,6.3,18.5,0.486,0.267,NOP,2021,0.341,0.496,0.687
Brandon Ingram,2.2,3.3,-1.1,2.2,23,0.584,2093,11.0,7.8,28.0,0.341,0.291,NOP,2021,0.381,0.51,0.878
Zion Williamson,5.8,6.1,-0.3,4.0,20,0.649,2026,11.6,11.8,29.8,0.033,0.51,NOP,2021,0.294,0.622,0.698
Lonzo Ball,1.7,1.4,0.3,1.6,23,0.551,1747,14.5,8.2,20.5,0.65,0.091,NOP,2021,0.378,0.482,0.781
Steven Adams,-0.3,-0.4,0.1,0.7,27,0.596,1605,17.5,17.4,11.7,0.01,0.438,NOP,2021,0.0,0.62,0.444
Josh Hart,-0.8,-1.1,0.3,0.4,25,0.566,1349,11.3,15.2,13.5,0.561,0.259,NOP,2021,0.326,0.583,0.775
Nickeil Alexander-Walker,-1.3,-1.4,0.1,0.2,22,0.522,1007,12.4,7.8,23.2,0.478,0.144,NOP,2021,0.347,0.485,0.727
Jaxson Hayes,0.6,0.6,0.0,0.6,20,0.675,964,10.5,14.5,16.2,0.05,0.429,NOP,2021,0.429,0.635,0.775
Kira Lewis Jr.,-3.4,-3.2,-0.2,-0.3,19,0.477,904,8.6,4.3,18.3,0.356,0.151,NOP,2021,0.333,0.415,0.843
Willy Hernangómez,0.0,1.0,-1.0,0.4,26,0.591,846,9.9,21.4,17.0,0.037,0.347,NOP,2021,0.1,0.581,0.667
Naji Marshall,-1.3,-2.1,0.8,0.1,23,0.508,700,13.6,11.5,16.8,0.397,0.359,NOP,2021,0.349,0.421,0.707
J.J. Redick,-2.8,-0.8,-2.0,-0.1,36,0.575,576,9.6,4.9,19.0,0.654,0.22,NOP,2021,0.364,0.486,0.957
James Johnson,-2.7,-3.3,0.5,-0.1,33,0.498,539,12.1,9.2,18.0,0.33,0.258,NOP,2021,0.267,0.516,0.596
Wes Iwundu,-7.9,-6.8,-1.2,-0.4,26,0.435,251,18.4,9.9,11.8,0.36,0.34,NOP,2021,0.111,0.469,0.824
Nicolò Melli,-3.9,-4.9,1.1,-0.1,30,0.346,241,10.1,12.8,12.1,0.627,0.119,NOP,2021,0.189,0.364,0.857
Wenyen Gabriel,-3.3,-3.2,-0.1,-0.1,23,0.533,241,18.2,12.2,14.4,0.533,0.283,NOP,2021,0.406,0.393,0.647
Sindarius Thornwell,-5.3,-6.0,0.7,-0.1,26,0.388,73,15.5,3.7,14.9,0.429,0.095,NOP,2021,0.333,0.333,0.0
Didi Louzada,-9.6,-7.8,-1.8,-0.1,21,0.308,56,18.8,2.9,12.0,0.615,0.0,NOP,2021,0.25,0.2,0.0
James Nunnally,-2.7,-0.9,-1.8,0.0,30,0.54,48,12.6,10.2,13.9,0.923,0.154,NOP,2021,0.333,1.0,0.5
Isaiah Thomas,-13.1,-7.8,-5.2,-0.1,31,0.412,48,17.7,4.5,29.7,0.444,0.074,NOP,2021,0.25,0.4,1.0
Will Magnay,-39.3,-30.7,-8.6,0.0,22,0.0,3,50.0,0.0,28.0,1.0,0.0,NOP,2021,0.0,0.0,0.0
Luka Dončić,6.8,6.1,0.7,5.1,21,0.587,2262,15.3,12.8,36.0,0.406,0.349,DAL,2021,0.35,0.567,0.73
Tim Hardaway Jr.,0.4,2.0,-1.7,1.2,28,0.589,1985,6.1,6.4,23.4,0.581,0.191,DAL,2021,0.391,0.524,0.816
Dorian Finney-Smith,0.1,0.2,0.0,1.0,27,0.609,1921,9.0,9.3,12.2,0.648,0.088,DAL,2021,0.394,0.616,0.756
Josh Richardson,-1.7,-1.5,-0.2,0.1,27,0.537,1790,10.6,6.0,18.4,0.432,0.175,DAL,2021,0.33,0.501,0.917
Jalen Brunson,0.9,1.5,-0.6,1.2,24,0.618,1697,10.3,7.5,20.2,0.319,0.241,DAL,2021,0.405,0.578,0.795
Maxi Kleber,0.0,-0.5,0.5,0.7,29,0.606,1341,9.3,10.7,10.6,0.771,0.135,DAL,2021,0.41,0.46,0.919
Kristaps Porziņģis,2.2,3.0,-0.8,1.4,25,0.582,1327,6.4,15.8,26.5,0.378,0.202,DAL,2021,0.376,0.536,0.855
Dwight Powell,0.6,-0.7,1.3,0.6,29,0.688,966,13.9,13.3,13.2,0.108,0.639,DAL,2021,0.238,0.665,0.782
Trey Burke,-1.8,-1.4,-0.4,0.0,28,0.544,911,8.0,3.3,20.0,0.465,0.161,DAL,2021,0.354,0.492,0.895
Willie Cauley-Stein,-1.3,-2.2,0.9,0.2,27,0.647,906,11.8,14.3,12.0,0.06,0.429,DAL,2021,0.091,0.667,0.628
James Johnson,0.5,-2.0,2.5,0.3,33,0.526,504,14.6,9.4,16.2,0.414,0.2,DAL,2021,0.25,0.612,0.586
Josh Green,-3.6,-3.7,0.1,-0.2,20,0.49,445,14.2,9.7,11.9,0.269,0.247,DAL,2021,0.16,0.559,0.565
Nicolò Melli,-3.2,-2.3,-0.8,-0.1,30,0.506,325,5.3,11.0,12.9,0.585,0.22,DAL,2021,0.333,0.441,0.722
Wes Iwundu,-4.9,-5.5,0.5,-0.2,26,0.421,288,9.4,8.4,9.9,0.442,0.269,DAL,2021,0.13,0.483,0.857
Boban Marjanović,-0.8,1.9,-2.6,0.1,32,0.562,271,8.0,26.0,24.6,0.066,0.311,DAL,2021,0.125,0.535,0.816
J.J. Redick,-6.0,-3.4,-2.6,-0.1,36,0.516,147,16.6,4.5,19.9,0.717,0.094,DAL,2021,0.395,0.267,0.8
Nate Hinton,-3.4,-4.5,1.0,0.0,21,0.442,93,9.7,5.3,24.4,0.452,0.238,DAL,2021,0.211,0.478,0.7
Tyler Bey,-9.5,-5.5,-3.9,-0.1,22,0.372,71,11.0,14.7,16.9,0.182,0.227,DAL,2021,0.25,0.333,0.6
Tyrell Terry,-5.0,-7.5,2.6,0.0,20,0.318,56,10.4,5.9,15.3,0.438,0.188,DAL,2021,0.0,0.556,0.333
Jae'Sean Tate,-1.4,-1.6,0.3,0.3,25,0.576,2043,12.4,9.8,16.4,0.312,0.235,HOU,2021,0.308,0.595,0.694
Christian Wood,1.4,1.7,-0.3,1.1,25,0.591,1326,9.9,15.9,25.9,0.322,0.309,HOU,2021,0.374,0.581,0.631
John Wall,-0.7,1.2,-1.9,0.4,30,0.503,1288,14.7,5.3,31.7,0.343,0.291,HOU,2021,0.317,0.449,0.749
Sterling Brown,-1.6,-1.6,0.0,0.1,25,0.597,1229,10.5,9.7,13.5,0.642,0.093,HOU,2021,0.423,0.492,0.806
Kenyon Martin Jr.,-1.8,-1.4,-0.4,0.0,20,0.59,1068,9.7,12.1,15.6,0.302,0.264,HOU,2021,0.365,0.572,0.714
P.J. Tucker,-4.6,-5.3,0.7,-0.6,35,0.5,959,19.0,8.2,7.7,0.656,0.176,HOU,2021,0.314,0.467,0.783
Danuel House Jr.,-3.5,-2.8,-0.7,-0.3,27,0.525,932,10.7,7.5,15.3,0.574,0.232,HOU,2021,0.346,0.483,0.651
Kelly Olynyk,3.8,2.9,0.9,1.2,29,0.674,840,15.7,14.5,22.9,0.389,0.421,HOU,2021,0.392,0.643,0.844
Kevin Porter Jr.,-3.5,-1.1,-2.4,-0.3,20,0.528,835,18.2,6.3,25.4,0.439,0.256,HOU,2021,0.311,0.515,0.734
Eric Gordon,-1.1,0.7,-1.7,0.2,32,0.577,789,10.9,3.9,25.2,0.572,0.311,HOU,2021,0.329,0.573,0.825
David Nwaba,-0.8,-1.4,0.6,0.2,28,0.557,679,6.4,9.3,16.6,0.289,0.312,HOU,2021,0.27,0.574,0.691
Victor Oladipo,-1.3,-0.3,-1.0,0.1,28,0.508,669,10.9,7.6,29.8,0.402,0.218,HOU,2021,0.32,0.465,0.783
Ben McLemore,-4.5,-3.4,-1.1,-0.3,27,0.5,537,10.5,6.6,21.1,0.741,0.143,HOU,2021,0.331,0.431,0.719
Armoni Brooks,-3.2,-1.1,-2.1,-0.2,22,0.565,520,10.0,7.0,17.9,0.818,0.063,HOU,2021,0.382,0.514,0.583
DeMarcus Cousins,-0.1,-1.6,1.5,0.2,30,0.511,506,14.2,20.1,23.1,0.552,0.281,HOU,2021,0.336,0.426,0.746
D.J. Augustin,-2.0,0.6,-2.6,0.0,33,0.604,416,15.1,5.6,21.0,0.583,0.358,HOU,2021,0.386,0.476,0.907
Anthony Lamb,-6.1,-3.4,-2.7,-0.4,23,0.523,415,13.0,9.0,15.0,0.602,0.178,HOU,2021,0.324,0.489,0.857
Avery Bradley,-6.9,-6.2,-0.8,-0.5,30,0.409,391,15.0,5.3,13.8,0.6,0.057,HOU,2021,0.27,0.381,0.833
D.J. Wilson,-2.7,-2.3,-0.4,-0.1,24,0.518,328,11.8,14.1,19.9,0.472,0.184,HOU,2021,0.339,0.485,0.696
Mason Jones,-3.3,-1.9,-1.4,-0.1,22,0.546,307,16.8,8.9,23.1,0.561,0.5,HOU,2021,0.359,0.48,0.614
James Harden,5.0,5.5,-0.5,0.5,31,0.613,290,17.4,7.5,28.7,0.533,0.444,HOU,2021,0.347,0.556,0.883
DaQuan Jeffries,-4.2,-3.5,-0.6,-0.1,23,0.504,261,8.6,8.6,11.3,0.619,0.016,HOU,2021,0.282,0.625,1.0
Justin Patton,-2.2,-3.6,1.4,0.0,23,0.488,247,5.3,10.6,13.0,0.486,0.057,HOU,2021,0.265,0.556,0.75
Khyri Thomas,2.4,2.5,-0.1,0.2,24,0.586,153,7.9,6.3,21.1,0.409,0.136,HOU,2021,0.333,0.59,1.0
Cameron Oliver,-2.0,-1.0,-1.0,0.0,24,0.619,87,7.9,12.9,18.5,0.394,0.121,HOU,2021,0.308,0.75,0.25
Rodions Kurucs,-8.6,-10.1,1.5,-0.1,22,0.297,75,29.1,7.8,17.5,0.714,0.095,HOU,2021,0.133,0.5,0.5
Bruno Caboclo,-10.2,-8.5,-1.7,-0.1,25,0.475,36,18.3,20.7,25.8,0.294,0.118,HOU,2021,0.0,0.667,0.5
Cameron Reynolds,-8.2,-3.4,-4.8,-0.1,25,0.406,34,0.0,7.8,20.0,0.75,0.0,HOU,2021,0.25,0.5,0.0
Brodric Thomas,-6.5,-7.0,0.5,0.0,24,0.496,24,28.4,8.9,24.9,0.857,1.0,HOU,2021,0.167,1.0,0.714
Ray Spalding,-14.3,-12.2,-2.1,-0.1,23,0.41,19,38.1,11.2,17.6,0.25,0.5,HOU,2021,0.0,0.667,0.0
Dejounte Murray,0.8,-0.2,1.0,1.5,24,0.509,2139,10.2,11.8,23.4,0.204,0.138,SAS,2021,0.317,0.488,0.791
DeMar DeRozan,3.1,3.2,-0.1,2.6,31,0.591,2056,9.7,6.7,26.1,0.08,0.478,SAS,2021,0.257,0.515,0.88
Keldon Johnson,-1.6,-0.9,-0.7,0.2,21,0.557,1968,9.0,11.1,19.2,0.257,0.278,SAS,2021,0.331,0.531,0.74
Jakob Poeltl,0.8,-0.5,1.2,1.3,25,0.612,1845,14.6,15.8,13.4,0.0,0.288,SAS,2021,0.0,0.616,0.508
Patty Mills,-1.2,0.0,-1.2,0.4,32,0.57,1685,9.3,3.7,18.4,0.702,0.128,SAS,2021,0.375,0.5,0.91
Lonnie Walker IV,-3.7,-2.3,-1.4,-0.7,22,0.523,1522,9.2,5.4,20.1,0.463,0.115,SAS,2021,0.355,0.477,0.814
Rudy Gay,-0.1,-0.1,0.0,0.6,34,0.532,1358,8.8,11.9,23.6,0.443,0.162,SAS,2021,0.381,0.451,0.804
Derrick White,1.3,1.3,0.0,0.9,26,0.55,1064,8.2,5.4,22.4,0.536,0.252,SAS,2021,0.346,0.486,0.851
Devin Vassell,-1.5,-2.2,0.7,0.1,20,0.524,1056,6.3,8.8,14.3,0.495,0.168,SAS,2021,0.347,0.464,0.843
Drew Eubanks,0.0,-1.0,1.0,0.4,23,0.618,755,15.2,17.0,17.1,0.01,0.517,SAS,2021,1.0,0.562,0.726
LaMarcus Aldridge,-0.9,-0.2,-0.7,0.2,35,0.545,544,7.0,9.2,22.7,0.302,0.149,SAS,2021,0.36,0.509,0.838
Trey Lyles,-1.8,-1.3,-0.5,0.0,25,0.574,358,5.7,12.8,12.9,0.444,0.256,SAS,2021,0.35,0.58,0.652
Luka Šamanić,-4.9,-4.2,-0.7,-0.2,21,0.518,308,14.5,11.7,19.5,0.41,0.276,SAS,2021,0.279,0.565,0.552
Tre Jones,-3.5,-2.2,-1.3,-0.1,21,0.544,269,13.1,4.2,16.1,0.064,0.244,SAS,2021,0.6,0.466,0.895
Keita Bates-Diop,-1.9,-2.3,0.4,0.0,25,0.518,245,8.4,10.6,14.8,0.254,0.313,SAS,2021,0.294,0.5,0.667
Gorgui Dieng,3.5,2.0,1.5,0.2,31,0.648,181,13.2,12.3,18.2,0.4,0.436,SAS,2021,0.318,0.667,0.833
Quinndary Weatherspoon,-5.0,-5.8,0.7,-0.1,24,0.547,121,19.2,4.8,18.7,0.171,0.457,SAS,2021,0.167,0.517,0.813
Cameron Reynolds,-8.0,-4.4,-3.6,0.0,25,0.5,6,0.0,0.0,14.5,0.0,0.0,SAS,2021,0.0,0.5,0.0
Ja Morant,-0.4,1.3,-1.6,0.8,21,0.537,2053,15.3,6.5,27.2,0.252,0.389,MEM,2021,0.303,0.499,0.728
