player,bpm,obpm,dbpm,vorp,age,ts_pct,mp,tov_pct,trb_pct,usg_pct,fg3a_per_fga_pct,fta_per_fga_pct,team,year,fg3_pct,fg2_pct,ft_pct
Bismack Biyombo,-4.6,-4.5,-0.2,-1.0,19,0.48,1455,17.2,14.5,13.1,0.0,0.514,CHO,2012,0.0,0.464,0.483
Derrick Brown,-1.5,-0.3,-1.2,0.2,24,0.556,1443,10.5,9.4,16.8,0.059,0.345,CHO,2012,0.25,0.535,0.667
D.J. Augustin,-2.5,0.7,-3.2,-0.2,24,0.493,1408,16.9,4.4,21.3,0.368,0.246,CHO,2012,0.341,0.396,0.875
D.J. White,-3.8,-2.3,-1.5,-0.5,25,0.516,1098,10.2,10.9,17.8,0.003,0.173,CHO,2012,1.0,0.491,0.705
Boris Diaw,-2.8,-1.8,-0.9,-0.2,29,0.461,1018,22.2,11.0,17.2,0.304,0.095,CHO,2012,0.267,0.472,0.63
Tyrus Thomas,-6.0,-5.9,-0.1,-1.0,25,0.418,1013,12.7,11.3,19.0,0.009,0.254,CHO,2012,0.333,0.367,0.759
Corey Maggette,-3.9,-1.3,-2.6,-0.4,32,0.517,881,11.3,8.1,27.4,0.177,0.558,CHO,2012,0.364,0.375,0.856
Reggie Williams,-2.4,-0.4,-2.0,-0.1,25,0.503,747,10.8,7.1,18.9,0.42,0.157,CHO,2012,0.308,0.493,0.725
Matt Carroll,-7.4,-5.9,-1.5,-0.8,31,0.409,596,12.1,5.6,15.3,0.274,0.242,CHO,2012,0.186,0.386,0.789
Cory Higgins,-10.4,-6.6,-3.8,-0.9,22,0.402,423,17.3,4.7,24.6,0.125,0.375,CHO,2012,0.2,0.343,0.7
DeSagana Diop,-5.9,-5.6,-0.2,-0.3,30,0.347,325,29.9,15.0,9.0,0.0,0.143,CHO,2012,0.0,0.357,0.167
Eduardo Nájera,-2.9,-4.6,1.8,-0.1,35,0.441,270,9.6,10.6,12.4,0.453,0.063,CHO,2012,0.276,0.457,0.5
Jamario Moon,-7.3,-6.4,-0.9,-0.2,31,0.362,123,24.3,10.3,12.3,0.417,0.083,CHO,2012,0.2,0.357,1.0
Marco Belinelli,-1.2,-0.4,-0.8,0.4,25,0.525,1966,8.5,5.2,19.5,0.414,0.188,NOP,2012,0.377,0.445,0.783
Greivis Vásquez,-1.1,-0.2,-0.9,0.4,25,0.513,1706,20.5,6.0,20.0,0.258,0.224,NOP,2012,0.319,0.469,0.821
Jarrett Jack,1.6,2.5,-0.9,1.4,28,0.54,1530,14.1,6.8,23.3,0.192,0.254,NOP,2012,0.348,0.482,0.872
Al-Farouq Aminu,-2.2,-2.9,0.7,-0.1,21,0.481,1477,18.0,12.4,16.2,0.129,0.312,NOP,2012,0.277,0.431,0.754
Chris Kaman,-1.3,-1.8,0.5,0.2,29,0.478,1372,16.7,15.8,26.6,0.0,0.179,NOP,2012,0.0,0.446,0.785
Trevor Ariza,1.3,-0.4,1.7,1.1,26,0.496,1350,14.5,9.5,18.4,0.216,0.253,NOP,2012,0.333,0.44,0.775
Gustavo Ayón,2.5,0.0,2.5,1.2,26,0.552,1088,13.7,14.5,14.5,0.004,0.241,NOP,2012,0.0,0.538,0.619
Carl Landry,-0.2,1.3,-1.5,0.4,28,0.577,999,12.6,12.8,24.0,0.008,0.508,NOP,2012,0.0,0.507,0.799
Jason Smith,-0.4,-0.2,-0.2,0.4,25,0.537,947,9.8,12.3,20.4,0.026,0.135,NOP,2012,0.111,0.531,0.702
Emeka Okafor,-0.5,-0.3,-0.1,0.3,29,0.539,781,13.0,16.2,17.2,0.0,0.346,NOP,2012,0.0,0.533,0.514
Xavier Henry,-4.0,-3.7,-0.3,-0.4,20,0.45,759,11.7,8.3,18.7,0.075,0.373,NOP,2012,0.412,0.393,0.612
Lance Thomas,-4.3,-3.3,-1.0,-0.4,23,0.541,630,13.5,11.9,13.3,0.008,0.492,NOP,2012,0.0,0.456,0.839
Eric Gordon,1.9,2.2,-0.3,0.3,23,0.549,310,12.5,4.8,29.4,0.286,0.464,NOP,2012,0.25,0.53,0.754
DaJuan Summers,-3.2,-3.1,-0.2,-0.1,24,0.493,209,10.4,6.6,17.4,0.246,0.138,NOP,2012,0.313,0.469,0.778
Solomon Jones,-4.0,-3.8,-0.2,-0.1,27,0.501,196,17.6,12.5,17.8,0.0,0.34,NOP,2012,0.0,0.434,0.833
Jerome Dyson,-3.6,-4.7,1.2,-0.1,24,0.525,180,23.9,6.3,22.0,0.167,0.75,NOP,2012,0.125,0.45,0.778
Carldell Johnson,-1.5,-3.1,1.7,0.0,29,0.372,119,16.2,4.5,17.2,0.429,0.086,NOP,2012,0.267,0.35,0.333
Darryl Watkins,-3.9,-5.0,1.1,0.0,27,0.525,98,26.7,16.4,14.4,0.0,1.286,NOP,2012,0.0,0.5,0.5
Chris Johnson,-4.9,-5.8,0.9,-0.1,26,0.546,82,27.5,16.0,16.8,0.0,0.389,NOP,2012,0.0,0.5,0.714
Trey Johnson,-2.9,-2.7,-0.3,0.0,27,0.648,61,23.6,11.7,16.4,0.0,0.357,NOP,2012,0.0,0.571,1.0
Donald Sloan,-4.7,-3.4,-1.3,0.0,24,0.381,41,24.1,4.4,23.9,0.143,0.286,NOP,2012,0.0,0.417,0.5
Jeff Foote,-10.8,-8.4,-2.4,-0.1,24,0.333,39,25.0,9.2,9.7,0.0,0.0,NOP,2012,0.0,0.333,0.0
Paul Pierce,3.6,3.0,0.7,3.6,35,0.559,2575,14.3,11.2,27.4,0.35,0.387,BOS,2013,0.38,0.466,0.787
Jeff Green,-0.3,-0.2,-0.1,1.0,26,0.561,2252,12.5,8.3,22.2,0.226,0.329,BOS,2013,0.385,0.49,0.808
Brandon Bass,-1.9,-1.9,0.0,0.1,27,0.535,2239,10.9,11.2,15.5,0.003,0.255,BOS,2013,0.0,0.487,0.86
Jason Terry,-0.2,0.0,-0.2,1.0,35,0.566,2124,12.6,4.4,18.0,0.511,0.202,BOS,2013,0.372,0.498,0.87
Kevin Garnett,2.6,0.9,1.7,2.3,36,0.535,2022,10.5,15.5,24.5,0.019,0.236,BOS,2013,0.125,0.504,0.786
Courtney Lee,-0.5,-1.8,1.2,0.7,27,0.545,1941,13.0,5.8,15.7,0.294,0.136,BOS,2013,0.372,0.503,0.861
Avery Bradley,-3.7,-4.0,0.3,-0.6,22,0.461,1435,12.6,4.6,18.8,0.264,0.103,BOS,2013,0.317,0.432,0.755
Rajon Rondo,2.2,1.6,0.6,1.5,26,0.516,1423,22.6,8.8,21.7,0.108,0.2,BOS,2013,0.24,0.513,0.645
Jared Sullinger,-1.9,-2.3,0.4,0.0,20,0.534,892,10.3,17.5,14.9,0.022,0.28,BOS,2013,0.2,0.5,0.746
Chris Wilcox,0.0,-1.5,1.5,0.4,30,0.725,830,16.0,12.8,12.1,0.007,0.379,BOS,2013,0.0,0.724,0.672
Jordan Crawford,-3.6,-1.7,-1.8,-0.2,24,0.512,582,15.5,7.5,23.1,0.346,0.244,BOS,2013,0.32,0.465,0.792
Leandro Barbosa,-0.7,-1.0,0.3,0.2,30,0.509,513,9.1,5.3,21.4,0.244,0.212,BOS,2013,0.383,0.445,0.756
Jason Collins,-7.0,-7.7,0.8,-0.4,34,0.511,330,30.7,9.3,7.5,0.0,1.304,BOS,2013,0.0,0.348,0.7
Terrence Williams,-2.4,-1.9,-0.5,0.0,25,0.518,318,17.2,8.2,19.1,0.155,0.216,BOS,2013,0.333,0.524,0.429
Shavlik Randolph,-3.5,-2.7,-0.8,-0.1,29,0.559,198,14.3,20.9,16.7,0.0,0.563,BOS,2013,0.0,0.583,0.407
D.J. White,-0.9,-0.6,-0.3,0.0,26,0.538,86,6.9,8.9,15.9,0.0,0.391,BOS,2013,0.0,0.522,0.556
Fab Melo,-7.6,-8.3,0.7,-0.1,22,0.451,36,11.4,4.9,11.5,0.0,0.667,BOS,2013,0.0,0.5,0.25
Kris Joseph,-17.1,-11.6,-5.6,-0.1,24,0.274,24,13.6,12.3,29.1,0.182,0.364,BOS,2013,0.0,0.222,0.75
Jarvis Varnado,-0.4,-1.5,1.1,0.0,24,0.521,18,14.8,9.8,17.8,0.0,1.0,BOS,2013,0.0,0.5,0.5
Darko Miličić,-38.3,-32.8,-5.5,0.0,27,0.0,5,66.7,11.8,28.4,0.0,0.0,BOS,2013,0.0,0.0,0.0
J.R. Smith,1.3,1.6,-0.4,2.2,27,0.522,2678,8.8,9.3,26.5,0.349,0.249,NYK,2013,0.356,0.458,0.762
Carmelo Anthony,4.3,6.0,-1.7,3.9,28,0.56,2482,9.3,10.8,35.6,0.278,0.344,NYK,2013,0.379,0.476,0.83
Raymond Felton,0.1,0.9,-0.8,1.2,28,0.505,2313,14.2,4.9,22.1,0.293,0.145,NYK,2013,0.36,0.455,0.789
Tyson Chandler,1.3,1.5,-0.3,1.8,30,0.671,2164,14.5,19.0,13.0,0.0,0.645,NYK,2013,0.0,0.638,0.694
Jason Kidd,3.3,0.6,2.7,2.7,39,0.532,2043,15.0,9.3,11.6,0.795,0.117,NYK,2013,0.351,0.452,0.833
Steve Novak,0.1,1.0,-1.0,0.9,29,0.602,1641,2.6,5.4,13.0,0.816,0.077,NYK,2013,0.425,0.367,0.909
Pablo Prigioni,0.1,-0.8,0.9,0.7,35,0.595,1263,27.1,6.6,11.7,0.609,0.114,NYK,2013,0.396,0.547,0.88
Iman Shumpert,-0.1,-0.8,0.7,0.5,22,0.516,996,11.1,8.0,15.6,0.462,0.171,NYK,2013,0.402,0.392,0.766
Chris Copeland,-0.5,1.1,-1.6,0.3,28,0.583,862,10.7,8.1,25.3,0.368,0.218,NYK,2013,0.421,0.513,0.759
Ronnie Brewer,-0.8,-1.6,0.8,0.2,27,0.432,711,6.8,8.2,13.6,0.406,0.223,NYK,2013,0.31,0.404,0.41
Amar'e Stoudemire,0.7,1.6,-0.9,0.5,30,0.637,682,13.4,12.4,25.7,0.0,0.487,NYK,2013,0.0,0.577,0.808
James White,-3.1,-3.3,0.2,-0.1,30,0.503,435,12.0,6.5,15.2,0.353,0.164,NYK,2013,0.341,0.48,0.579
Kenyon Martin,-1.1,-1.5,0.4,0.1,35,0.583,431,12.6,12.9,13.7,0.0,0.43,NYK,2013,0.0,0.602,0.425
Kurt Thomas,-0.1,-1.8,1.6,0.2,40,0.547,392,8.3,13.3,11.5,0.012,0.157,NYK,2013,1.0,0.537,0.462
Rasheed Wallace,-1.0,-1.0,0.0,0.1,38,0.484,296,6.2,16.4,25.4,0.486,0.141,NYK,2013,0.319,0.452,0.7
Marcus Camby,-3.6,-4.8,1.2,-0.1,38,0.342,250,19.6,18.7,14.3,0.0,0.358,NYK,2013,0.0,0.321,0.421
Earl Barron,-4.9,-1.3,-3.6,0.0,31,0.37,37,6.3,28.5,20.1,0.0,0.143,NYK,2013,0.0,0.357,0.5
Quentin Richardson,-14.9,-7.9,-7.1,-0.1,32,0.21,29,14.4,20.2,22.4,0.364,0.182,NYK,2013,0.25,0.0,1.0
Solomon Jones,-10.9,-9.7,-1.2,-0.1,28,0.0,26,75.0,6.8,7.2,0.0,0.0,NYK,2013,0.0,0.0,0.0
DeMar DeRozan,-1.4,-0.2,-1.2,0.4,23,0.523,3013,9.6,6.3,24.2,0.097,0.347,TOR,2013,0.283,0.463,0.831
Amir Johnson,1.0,0.0,1.0,1.8,25,0.591,2325,14.5,15.6,16.1,0.021,0.309,TOR,2013,0.385,0.558,0.727
Kyle Lowry,2.9,2.0,0.9,2.5,26,0.543,2020,17.7,9.5,20.3,0.448,0.384,TOR,2013,0.362,0.433,0.795
Alan Anderson,-1.8,-0.5,-1.3,0.1,30,0.509,1495,10.5,5.9,23.6,0.463,0.239,TOR,2013,0.333,0.426,0.857
Jonas Valančiūnas,-1.2,-1.1,0.0,0.3,20,0.619,1482,17.4,14.9,16.9,0.0,0.505,TOR,2013,0.0,0.557,0.789
José Calderón,3.6,5.0,-1.4,1.8,31,0.594,1273,15.1,5.0,18.1,0.462,0.131,TOR,2013,0.429,0.505,0.904
Terrence Ross,-2.5,-1.7,-0.7,-0.1,21,0.491,1239,9.2,6.9,19.6,0.429,0.092,TOR,2013,0.332,0.464,0.714
Rudy Gay,1.9,1.5,0.3,1.1,26,0.513,1146,13.1,11.0,29.1,0.232,0.246,TOR,2013,0.336,0.452,0.856
Ed Davis,0.4,0.7,-0.3,0.6,23,0.57,1087,10.5,16.4,18.3,0.0,0.301,TOR,2013,0.0,0.549,0.647
Landry Fields,-1.8,-1.8,0.0,0.1,24,0.487,1037,14.6,11.9,12.9,0.063,0.238,TOR,2013,0.143,0.478,0.642
Andrea Bargnani,-2.7,-1.1,-1.6,-0.2,27,0.482,1003,10.5,7.6,23.8,0.289,0.181,TOR,2013,0.309,0.436,0.844
John Lucas III,-0.6,0.6,-1.2,0.3,30,0.483,827,7.0,4.7,20.8,0.452,0.075,TOR,2013,0.377,0.393,0.72
Aaron Gray,-4.3,-3.9,-0.4,-0.3,28,0.544,513,24.8,15.4,13.1,0.0,0.489,TOR,2013,0.0,0.533,0.523
Mickaël Piétrus,-4.8,-3.8,-0.9,-0.3,30,0.472,386,13.1,5.5,14.7,0.653,0.184,TOR,2013,0.313,0.412,0.667
Linas Kleiza,-5.4,-3.0,-2.4,-0.3,28,0.46,376,8.0,8.2,21.6,0.458,0.264,TOR,2013,0.303,0.359,0.842
Quincy Acy,0.1,-1.0,1.0,0.2,22,0.632,342,15.6,13.4,14.7,0.027,0.507,TOR,2013,0.5,0.562,0.816
Dominic McGuire,-2.8,-3.8,1.0,0.0,27,0.462,230,16.8,12.4,8.4,0.0,0.188,TOR,2013,0.0,0.469,0.333
Sebastian Telfair,-1.7,-1.8,0.1,0.0,27,0.416,185,14.1,5.1,19.6,0.597,0.194,TOR,2013,0.27,0.32,0.833
Jrue Holiday,0.5,1.2,-0.7,1.9,22,0.496,2926,17.3,6.4,26.6,0.192,0.188,PHI,2013,0.368,0.446,0.752
Evan Turner,-2.3,-2.2,-0.2,-0.3,24,0.478,2892,14.0,10.1,21.2,0.151,0.198,PHI,2013,0.365,0.428,0.74
Thaddeus Young,1.2,0.2,1.0,2.1,24,0.541,2629,8.0,12.3,19.8,0.008,0.196,PHI,2013,0.125,0.535,0.574
Spencer Hawes,-0.5,-1.1,0.6,0.9,24,0.514,2233,13.0,14.9,20.9,0.107,0.194,PHI,2013,0.356,0.477,0.777
Dorell Wright,2.6,1.9,0.6,2.1,27,0.551,1783,8.8,9.6,18.7,0.603,0.235,PHI,2013,0.374,0.429,0.851
Lavoy Allen,-3.3,-3.0,-0.3,-0.6,23,0.474,1669,10.3,13.4,14.8,0.002,0.132,PHI,2013,0.0,0.455,0.717
Nick Young,-0.7,-0.1,-0.6,0.5,27,0.525,1411,7.7,5.2,21.2,0.387,0.236,PHI,2013,0.357,0.449,0.82
Damien Wilkins,-2.2,-2.3,0.1,-0.1,33,0.533,1095,11.9,5.4,17.4,0.161,0.345,PHI,2013,0.333,0.483,0.743
Jason Richardson,-0.5,-0.9,0.5,0.4,32,0.495,936,6.9,7.7,18.5,0.497,0.098,PHI,2013,0.341,0.462,0.606
Royal Ivey,-2.8,-3.4,0.6,-0.1,31,0.563,698,11.7,4.6,11.3,0.611,0.111,PHI,2013,0.42,0.446,0.563
Arnett Moultrie,-1.2,0.0,-1.2,0.1,22,0.595,542,11.5,15.1,14.1,0.0,0.209,PHI,2013,0.0,0.582,0.643
Kwame Brown,-4.9,-4.9,0.0,-0.2,30,0.452,269,15.0,15.5,9.1,0.0,0.514,PHI,2013,0.0,0.459,0.368
Jeremy Pargo,-4.4,-3.0,-1.5,-0.1,26,0.478,208,15.3,4.6,18.9,0.27,0.333,PHI,2013,0.412,0.37,0.667
Maalik Wayns,-12.4,-8.2,-4.1,-0.4,21,0.356,165,14.2,1.7,25.6,0.347,0.208,PHI,2013,0.2,0.298,0.867
Charles Jenkins,-4.0,-4.2,0.2,-0.1,23,0.377,150,4.8,4.1,12.8,0.0,0.105,PHI,2013,0.0,0.368,0.5
Justin Holiday,-5.0,-4.4,-0.6,-0.1,23,0.408,142,14.9,5.6,19.6,0.333,0.167,PHI,2013,0.25,0.375,0.75
Shelvin Mack,-17.9,-13.8,-4.1,0.0,22,0.5,7,50.0,0.0,26.3,0.5,0.0,PHI,2013,0.0,1.0,0.0
Deron Williams,3.8,4.5,-0.7,4.2,28,0.574,2842,14.5,4.8,24.4,0.398,0.328,BRK,2013,0.378,0.482,0.859
Joe Johnson,0.0,1.4,-1.4,1.3,31,0.521,2642,9.9,4.9,21.7,0.375,0.153,BRK,2013,0.375,0.452,0.82
Brook Lopez,3.2,3.4,-0.2,3.0,24,0.567,2253,9.4,13.4,28.6,0.001,0.358,BRK,2013,0.0,0.522,0.758
Gerald Wallace,0.7,-1.2,1.8,1.3,30,0.49,2076,16.9,9.1,14.5,0.356,0.415,BRK,2013,0.282,0.461,0.637
Reggie Evans,-1.7,-1.7,0.0,0.1,32,0.506,1967,23.6,26.7,11.0,0.0,0.851,BRK,2013,0.0,0.479,0.509
Andray Blatche,2.2,1.3,0.9,1.6,26,0.547,1555,13.8,15.8,26.5,0.033,0.32,BRK,2013,0.136,0.524,0.685
C.J. Watson,0.9,0.3,0.6,1.1,28,0.544,1521,12.1,5.6,17.2,0.466,0.198,BRK,2013,0.411,0.424,0.78
Keith Bogans,-2.6,-2.3,-0.3,-0.2,32,0.533,1408,14.4,5.0,11.2,0.863,0.06,BRK,2013,0.343,0.615,0.647
Kris Humphries,-3.0,-1.9,-1.0,-0.3,27,0.515,1191,13.5,18.1,16.3,0.006,0.397,BRK,2013,0.0,0.451,0.789
MarShon Brooks,-1.7,-1.6,-0.1,0.1,24,0.523,912,15.5,6.7,22.5,0.164,0.281,BRK,2013,0.273,0.5,0.734
Jerry Stackhouse,-3.3,-1.6,-1.7,-0.2,38,0.5,544,11.6,3.6,17.5,0.517,0.134,BRK,2013,0.337,0.434,0.87
Mirza Teletović,-1.3,-0.3,-1.0,0.1,27,0.495,499,9.5,11.2,19.4,0.584,0.059,BRK,2013,0.343,0.442,0.818
Tyshawn Taylor,-7.4,-6.9,-0.5,-0.3,22,0.43,221,20.2,4.8,25.8,0.149,0.31,BRK,2013,0.462,0.351,0.556
Josh Childress,-3.3,-2.7,-0.6,0.0,29,0.32,100,0.0,8.9,10.1,0.143,0.095,BRK,2013,0.333,0.278,0.5
Tornike Shengelia,-6.5,-5.2,-1.3,-0.1,21,0.499,93,26.8,14.6,20.3,0.087,0.696,BRK,2013,0.5,0.429,0.563
Kris Joseph,-4.1,-6.4,2.4,0.0,24,0.21,30,0.0,3.9,7.3,0.333,1.333,BRK,2013,0.0,0.0,0.5
Damion James,14.0,-3.8,17.8,0.0,25,0.0,0,0.0,0.0,0.0,0.0,0.0,BRK,2013,0.0,0.0,0.0
Luol Deng,0.8,1.0,-0.3,2.0,27,0.508,2903,10.6,9.4,21.5,0.213,0.258,CHI,2013,0.322,0.455,0.816
Carlos Boozer,-0.1,-0.3,0.2,1.2,31,0.51,2546,12.3,17.4,25.8,0.002,0.232,CHI,2013,0.0,0.478,0.731
Joakim Noah,3.4,0.6,2.7,3.3,27,0.534,2426,19.3,17.3,17.2,0.008,0.376,CHI,2013,0.0,0.485,0.751
Jimmy Butler,2.0,1.0,1.0,2.1,23,0.574,2134,9.2,8.8,14.6,0.205,0.455,CHI,2013,0.381,0.489,0.803
Nate Robinson,2.8,2.5,0.3,2.5,28,0.54,2086,12.6,5.1,25.1,0.378,0.183,CHI,2013,0.405,0.45,0.799
Marco Belinelli,-2.3,-1.9,-0.4,-0.1,26,0.513,1882,10.7,4.3,18.7,0.362,0.275,CHI,2013,0.357,0.416,0.839
Kirk Hinrich,-0.9,-2.0,1.2,0.5,32,0.493,1764,17.5,5.1,14.7,0.431,0.232,CHI,2013,0.39,0.367,0.714
Taj Gibson,-1.1,-2.1,1.0,0.3,27,0.518,1459,13.2,13.6,18.1,0.009,0.297,CHI,2013,0.0,0.49,0.679
Richard Hamilton,-4.0,-2.8,-1.2,-0.6,34,0.481,1088,14.2,4.4,25.0,0.109,0.162,CHI,2013,0.308,0.444,0.857
Nazr Mohammed,-3.6,-4.1,0.6,-0.3,35,0.414,693,10.7,16.2,14.9,0.011,0.261,CHI,2013,0.0,0.371,0.723
Marquis Teague,-5.6,-5.5,0.0,-0.4,19,0.412,392,22.6,6.4,18.2,0.204,0.142,CHI,2013,0.174,0.433,0.563
Daequan Cook,-6.8,-4.8,-2.0,-0.3,25,0.366,276,7.4,8.9,20.1,0.565,0.083,CHI,2013,0.246,0.319,0.778
Vladimir Radmanović,-5.4,-6.6,1.2,-0.1,32,0.372,144,13.6,11.2,16.4,0.628,0.07,CHI,2013,0.185,0.5,0.667
Malcolm Thomas,0.2,-1.7,2.0,0.0,24,0.558,36,15.7,17.5,16.3,0.0,0.444,CHI,2013,0.0,0.556,0.5
Lou Amundson,-22.8,-4.7,-18.2,0.0,30,0.0,2,0.0,28.7,23.0,0.0,0.0,CHI,2013,0.0,0.0,0.0
Greg Monroe,1.8,1.5,0.4,2.6,22,0.527,2687,16.0,16.7,24.8,0.004,0.371,DET,2013,0.0,0.488,0.689
Brandon Knight,-2.8,-0.9,-1.9,-0.5,21,0.511,2365,17.3,6.0,22.8,0.372,0.256,DET,2013,0.367,0.43,0.733
Kyle Singler,-3.0,-2.2,-0.8,-0.6,24,0.517,2293,12.3,8.3,15.8,0.312,0.193,DET,2013,0.35,0.464,0.806
Rodney Stuckey,-1.8,-0.6,-1.3,0.1,26,0.505,2171,13.4,5.6,21.0,0.243,0.364,DET,2013,0.302,0.44,0.783
Jason Maxiell,-3.4,-3.3,-0.1,-0.6,29,0.478,1789,13.5,13.2,15.3,0.0,0.317,DET,2013,0.0,0.446,0.621
Tayshaun Prince,-1.4,-0.4,-1.0,0.2,32,0.502,1457,9.3,8.3,18.1,0.11,0.192,DET,2013,0.434,0.445,0.796
Andre Drummond,2.5,1.0,1.5,1.4,19,0.578,1243,12.2,21.2,17.2,0.006,0.465,DET,2013,0.5,0.609,0.371
Will Bynum,-1.0,0.6,-1.6,0.3,30,0.532,1219,17.3,4.6,27.0,0.141,0.243,DET,2013,0.316,0.494,0.809
Charlie Villanueva,0.0,0.5,-0.5,0.6,28,0.481,1092,7.4,12.7,21.9,0.558,0.106,DET,2013,0.347,0.415,0.551
Jonas Jerebko,-0.1,0.3,-0.4,0.4,25,0.531,892,10.6,11.9,20.2,0.263,0.278,DET,2013,0.301,0.502,0.773
José Calderón,2.5,3.3,-0.8,1.0,31,0.654,887,17.0,4.5,15.4,0.414,0.118,DET,2013,0.52,0.532,0.893
Khris Middleton,-1.9,-1.9,-0.1,0.0,21,0.532,475,6.6,6.1,15.9,0.319,0.227,DET,2013,0.311,0.5,0.844
Kim English,-4.2,-4.0,-0.2,-0.2,24,0.477,407,13.2,5.2,16.1,0.446,0.259,DET,2013,0.28,0.452,0.724
Austin Daye,-0.2,-0.6,0.3,0.2,24,0.581,348,11.0,10.4,15.4,0.412,0.186,DET,2013,0.525,0.386,0.833
Corey Maggette,-5.9,-4.9,-0.9,-0.2,33,0.489,257,14.9,5.6,20.2,0.276,0.632,DET,2013,0.238,0.4,0.75
Viacheslav Kravtsov,-2.0,-1.4,-0.6,0.0,25,0.618,224,18.4,11.6,15.5,0.0,0.804,DET,2013,0.0,0.717,0.297
Paul George,3.8,1.5,2.3,4.4,22,0.531,2972,15.2,11.3,23.5,0.399,0.233,IND,2013,0.362,0.457,0.807
George Hill,3.3,2.2,1.1,3.5,26,0.558,2620,10.7,6.0,18.8,0.405,0.245,IND,2013,0.368,0.494,0.817
David West,4.0,2.4,1.5,3.7,32,0.545,2435,12.0,12.9,24.4,0.019,0.312,IND,2013,0.211,0.503,0.768
Lance Stephenson,0.0,-1.7,1.7,1.2,22,0.53,2278,14.4,7.4,15.2,0.314,0.192,IND,2013,0.33,0.52,0.652
Roy Hibbert,-0.3,-1.7,1.4,0.9,26,0.489,2269,14.5,16.1,22.5,0.005,0.261,IND,2013,0.25,0.449,0.741
Tyler Hansbrough,-1.9,-1.3,-0.7,0.0,27,0.527,1366,12.6,15.2,20.6,0.007,0.737,IND,2013,0.0,0.436,0.72
Ian Mahinmi,-3.4,-4.7,1.4,-0.5,26,0.497,1322,18.5,13.1,17.1,0.006,0.52,IND,2013,0.0,0.456,0.608
D.J. Augustin,-0.6,-0.7,0.1,0.5,25,0.527,1226,16.8,4.1,15.1,0.646,0.337,IND,2013,0.353,0.346,0.838
Gerald Green,-1.9,-1.6,-0.3,0.0,27,0.465,1080,10.5,7.3,21.3,0.443,0.153,IND,2013,0.314,0.407,0.8
Sam Young,-2.7,-3.5,0.8,-0.1,27,0.464,693,16.5,9.9,13.2,0.351,0.291,IND,2013,0.308,0.438,0.535
Orlando Johnson,0.2,-0.5,0.7,0.3,23,0.523,619,13.0,9.9,16.4,0.522,0.178,IND,2013,0.383,0.419,0.719
Jeff Ayres,-1.0,-1.9,0.9,0.1,25,0.533,369,14.5,15.7,19.7,0.032,0.183,IND,2013,0.5,0.484,0.913
Ben Hansbrough,-4.2,-5.2,1.0,-0.1,25,0.501,200,24.0,5.0,17.1,0.511,0.6,IND,2013,0.261,0.409,0.778
Danny Granger,-8.7,-6.3,-2.4,-0.1,29,0.35,74,9.4,6.8,26.2,0.286,0.229,IND,2013,0.2,0.32,0.625
Miles Plumlee,-7.8,-5.0,-2.9,-0.1,24,0.286,55,11.6,22.3,21.4,0.0,0.19,IND,2013,0.0,0.238,0.75
Dominic McGuire,-14.2,-9.1,-5.1,0.0,27,0.0,12,0.0,9.3,14.7,0.0,0.667,IND,2013,0.0,0.0,0.0
Monta Ellis,0.6,0.3,0.3,2.1,27,0.493,3076,13.7,5.5,26.3,0.228,0.26,MIL,2013,0.287,0.454,0.773
Brandon Jennings,1.1,1.7,-0.6,2.2,23,0.51,2897,12.9,4.6,23.7,0.37,0.225,MIL,2013,0.375,0.412,0.819
Ersan İlyasova,2.0,2.0,0.0,2.0,25,0.552,2012,7.9,13.9,20.5,0.267,0.196,MIL,2013,0.444,0.469,0.796
Mike Dunleavy,0.4,0.5,-0.2,1.2,32,0.577,1943,11.7,8.0,17.3,0.479,0.205,MIL,2013,0.428,0.455,0.82
Larry Sanders,1.0,-1.1,2.0,1.5,24,0.523,1937,11.6,18.6,16.9,0.003,0.225,MIL,2013,0.0,0.507,0.618
Luc Mbah a Moute,-4.1,-3.5,-0.6,-0.7,26,0.447,1326,13.9,10.4,16.5,0.098,0.334,MIL,2013,0.351,0.406,0.571
Ekpe Udoh,-1.7,-2.8,1.1,0.1,25,0.503,1312,11.8,10.3,12.1,0.004,0.442,MIL,2013,0.0,0.437,0.748
Marquis Daniels,-2.9,-3.5,0.6,-0.2,32,0.432,1085,10.7,7.4,16.9,0.205,0.154,MIL,2013,0.278,0.401,0.741
John Henson,-1.7,-0.7,-1.0,0.1,22,0.497,827,11.0,19.3,22.6,0.009,0.313,MIL,2013,0.0,0.486,0.533
J.J. Redick,-2.0,-0.5,-1.5,0.0,28,0.529,804,9.2,3.5,19.4,0.507,0.205,MIL,2013,0.318,0.49,0.918
Samuel Dalembert,-0.6,-0.8,0.2,0.3,31,0.565,765,15.5,19.4,18.7,0.004,0.217,MIL,2013,1.0,0.54,0.691
Beno Udrih,-1.4,-0.4,-1.1,0.1,30,0.521,719,17.3,5.8,18.5,0.206,0.139,MIL,2013,0.265,0.529,0.727
Tobias Harris,-2.1,-1.5,-0.6,0.0,20,0.538,325,12.5,9.4,19.4,0.183,0.226,MIL,2013,0.333,0.489,0.885
Doron Lamb,-8.9,-7.1,-1.8,-0.5,21,0.384,280,13.6,3.3,18.3,0.168,0.158,MIL,2013,0.25,0.367,0.533
